id,target_name,drugbank_id,category,organism,known_action,actions,pubmed_id,uniprot_id
BE0000530,Serum albumin,DB12235,enzyme,Humans,unknown,substrate,10529008,P16662
BE0000925,Alpha-1-acid glycoprotein 1,DB12235,carrier,Humans,unknown,binder,,P02768
BE0003417,Cathepsin K,DB12235,carrier,Humans,unknown,binder,,P02763
BE0009680,B-cell antigen receptor complex-associated protein beta chain,DB12239,target,Humans,unknown,inhibitor,18226527,P43235
BE0002638,Cytochrome P450 3A4,DB12240,target,Humans,yes,antibody,,P40259
BE0002362,Cytochrome P450 3A5,DB12240,enzyme,Humans,no,substrate,,P08684
BE0001032,P-glycoprotein 1,DB12240,enzyme,Humans,no,substrate,,P20815
BE0003541,UDP-glucuronosyltransferase 1-1,DB12240,transporter,Humans,no,substrate,,P08183
BE0004694,UDP-glucuronosyltransferase 1-6,DB12243,enzyme,Humans,no,substrate,,P22309
BE0004695,UDP-glucuronosyltransferase 1-7,DB12243,enzyme,Humans,no,substrate,,P19224
BE0003682,UDP-glucuronosyltransferase 1-8,DB12243,enzyme,Humans,no,substrate,,Q9HAW7
BE0003538,UDP-glucuronosyltransferase 1-9,DB12243,enzyme,Humans,no,substrate,,Q9HAW9
BE0003678,UDP-glucuronosyltransferase 1-10,DB12243,enzyme,Humans,no,substrate,,O60656
BE0003679,UDP-glucuronosyltransferase 2B7,DB12243,enzyme,Humans,no,substrate,,Q9HAW8
BE0003680,UDP-glucuronosyltransferase 2B17,DB12243,enzyme,Humans,no,substrate,,P16662
BE0009567,Sulfotransferase,DB12243,enzyme,Humans,no,substrate,,O75795
BE0001066,Solute carrier family 22 member 6,DB12243,carrier,Humans,no,binder,,P02768
BE0003645,Solute carrier family 22 member 8,DB12243,transporter,Humans,no,substrate,19953504,Q4U2R8
BE0009630,Excretory Secretory (ES) proteins,DB12243,transporter,Humans,no,substrate,19953504,Q8TCC7
BE0002793,Cytochrome P450 2C9,DB12245,enzyme,Humans,unknown,substrate|inhibitor,30117405,P05177
BE0002638,Cytochrome P450 3A4,DB12245,enzyme,Humans,unknown,substrate,30117405,P11712
BE0003543,Cytochrome P450 1A1,DB12245,enzyme,Humans,unknown,substrate|inhibitor,30117405,P08684
BE0001111,Cytochrome P450 1B1,DB12245,enzyme,Humans,unknown,substrate,,P04798
BE0003536,Cytochrome P450 2C19,DB12245,enzyme,Humans,unknown,substrate,,Q16678
BE0002363,Cytochrome P450 2D6,DB12245,enzyme,Humans,unknown,substrate|inhibitor,30117405,P33261
BE0003336,Cytochrome P450 2A6,DB12245,enzyme,Humans,unknown,substrate|inhibitor,,P10635
BE0002887,Cytochrome P450 2C8,DB12245,enzyme,Humans,unknown,inhibitor,,P11509
BE0003549,Cytochrome P450 2B6,DB12245,enzyme,Humans,unknown,inhibitor,30117405,P10632
BE0000694,Beta-2 adrenergic receptor,DB12245,enzyme,Humans,unknown,inhibitor,,P20813
BE0000858,Insulin-like growth factor 1 receptor,DB12248,target,Humans,unknown,regulator,17364588,P07550
BE0002217,Egl nine homolog 1,DB12250,target,Humans,unknown,,,P08069
BE0002211,Egl nine homolog 2,DB12255,target,Humans,yes,inhibitor,31477256,Q9GZT9
BE0002219,Egl nine homolog 3,DB12255,target,Humans,yes,inhibitor,31477256,Q96KS0
BE0002374,Hypoxia-inducible factor 1-alpha,DB12255,target,Humans,yes,inhibitor,31477256,Q9H6Z9
BE0009679,Endothelial PAS domain-containing protein 1,DB12255,target,Humans,unknown,stabilization,31477256,Q16665
BE0002433,Cytochrome P450 1A2,DB12255,target,Humans,unknown,stabilization,31477256,Q99814
BE0003549,Cytochrome P450 2B6,DB12265,enzyme,Humans,unknown,substrate|inhibitor|inducer,21200426,P05177
BE0003536,Cytochrome P450 2C19,DB12265,enzyme,Humans,unknown,substrate|inhibitor|inducer,21200426,P20813
BE0002638,Cytochrome P450 3A4,DB12265,enzyme,Humans,unknown,substrate|inhibitor,21200426,P33261
BE0002362,Cytochrome P450 3A5,DB12265,enzyme,Humans,unknown,substrate|inhibitor,21200426,P08684
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,DB12265,enzyme,Humans,unknown,substrate|inhibitor,21200426,P20815
BE0002363,Cytochrome P450 2D6,DB12265,enzyme,Humans,unknown,substrate,24535888,P31513
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12265,enzyme,Humans,unknown,substrate|inhibitor,21200426,P10635
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12265,transporter,Humans,unknown,inhibitor,,Q9Y6L6
BE0003647,Solute carrier family 22 member 2,DB12265,transporter,Humans,unknown,inhibitor,,Q9NPD5
BE0001066,Solute carrier family 22 member 6,DB12265,transporter,Humans,unknown,inhibitor,,O15244
BE0003645,Solute carrier family 22 member 8,DB12265,transporter,Humans,unknown,inhibitor,,Q4U2R8
BE0003657,Multidrug and toxin extrusion protein 1,DB12265,transporter,Humans,unknown,inhibitor,,Q8TCC7
BE0004752,Multidrug and toxin extrusion protein 2,DB12265,transporter,Humans,unknown,inhibitor,,Q96FL8
BE0002638,Cytochrome P450 3A4,DB12265,transporter,Humans,unknown,inhibitor,,Q86VL8
BE0000359,ALK tyrosine kinase receptor,DB12266,enzyme,Humans,no,inhibitor,11020135,P08684
BE0000767,Epidermal growth factor receptor,DB12267,target,Humans,yes,inhibitor,23239810,Q9UM73
BE0000014,Tyrosine-protein kinase ABL1,DB12267,target,Humans,yes,inhibitor,23239810,P00533
BE0000858,Insulin-like growth factor 1 receptor,DB12267,target,Humans,unknown,inhibitor,28597393,P00519
BE0000147,Receptor-type tyrosine-protein kinase FLT3,DB12267,target,Humans,unknown,inhibitor,23239810,P08069
BE0000033,Insulin receptor,DB12267,target,Humans,unknown,inhibitor,23239810,P36888
BE0000915,Hepatocyte growth factor receptor,DB12267,target,Humans,no,binding,,P06213
BE0004772,Receptor tyrosine-protein kinase erbB-4,DB12267,target,Humans,unknown,inhibitor,,P08581
BE0000511,Receptor tyrosine-protein kinase erbB-2,DB12267,target,Humans,unknown,inhibitor,,Q15303
BE0002887,Cytochrome P450 2C8,DB12267,target,Humans,unknown,inhibitor,,P04626
BE0002638,Cytochrome P450 3A4,DB12267,enzyme,Humans,no,substrate,28597393,P10632
BE0004866,Cytochrome P450 3A Subfamily,DB12267,enzyme,Humans,no,substrate,28597393,P08684
BE0001067,ATP-binding cassette sub-family G member 2,DB12267,transporter,Humans,no,substrate|inhibitor,,Q2M3G0
BE0003648,Solute carrier family 22 member 1,DB12267,transporter,Humans,no,substrate|inhibitor,,Q9UNQ0
BE0003657,Multidrug and toxin extrusion protein 1,DB12267,transporter,Humans,no,,,O15245
BE0004752,Multidrug and toxin extrusion protein 2,DB12267,transporter,Humans,no,inhibitor,,Q96FL8
BE0003503,Carboxypeptidase N catalytic chain,DB12267,transporter,Humans,unknown,inhibitor,,Q86VL8
BE0003504,Carboxypeptidase N subunit 2,DB12271,target,Humans,unknown,,,P15169
BE0003392,Amyloid beta A4 protein,DB12271,target,Humans,unknown,,,P22792
BE0000092,Muscarinic acetylcholine receptor M1,DB12274,target,Humans,unknown,antagonist|binder|antibody,29686315,P05067
BE0000560,Muscarinic acetylcholine receptor M2,DB12278,target,Humans,yes,antagonist,16406943,P11229
BE0000045,Muscarinic acetylcholine receptor M3,DB12278,target,Humans,yes,antagonist,16406943,P08172
BE0000247,Muscarinic acetylcholine receptor M5,DB12278,target,Humans,yes,antagonist,16406943,P20309
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,DB12278,target,Humans,yes,,16406943,P08912
BE0000501,Alpha-1A adrenergic receptor,DB12278,target,Humans,yes,antagonist,16406943,Q13936
BE0000405,Muscarinic acetylcholine receptor M4,DB12278,target,Humans,yes,antagonist,,P35348
BE0002638,Cytochrome P450 3A4,DB12278,target,Humans,unknown,antagonist,16406943,P08173
BE0003609,Dimethylaniline monooxygenase [N-oxide-forming] 1,DB12278,enzyme,Humans,no,substrate,,P08684
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,DB12278,enzyme,Humans,unknown,substrate,,Q01740
BE0003382,Serine/threonine-protein kinase Chk1,DB12278,enzyme,Humans,unknown,substrate,,P31513
BE0000988,Beta-secretase 1,DB12284,target,Humans,unknown,inhibitor,32610557,O14757
BE0004136,Reverse transcriptase/RNaseH,DB12285,target,Humans,yes,inhibitor,,P56817
BE0002638,Cytochrome P450 3A4,DB12301,target,Human immunodeficiency virus 1,unknown,inhibitor,,Q72547
BE0002362,Cytochrome P450 3A5,DB12301,enzyme,Humans,unknown,substrate,29557716,P08684
BE0000647,Sodium-dependent dopamine transporter,DB12301,enzyme,Humans,unknown,substrate,29557716,P20815
BE0000749,Sodium-dependent serotonin transporter,DB12305,target,Humans,unknown,,,Q01959
BE0000486,Sodium-dependent noradrenaline transporter,DB12305,target,Humans,unknown,,,P31645
BE0001121,Hepatocyte growth factor,DB12305,target,Humans,unknown,,,P23975
BE0000369,Vascular endothelial growth factor receptor 2,DB12307,target,Humans,unknown,,,P14210
BE0004866,Cytochrome P450 3A Subfamily,DB12307,target,Humans,unknown,,,P35968
BE0000163,Vascular endothelial growth factor A,DB12317,target,Humans,unknown,regulator,26938715,O15123
BE0002793,Cytochrome P450 2C9,DB12317,target,Humans,unknown,regulator,26938715,P15692
BE0003536,Cytochrome P450 2C19,DB12319,target,Humans,unknown,inhibitor,12814975,P11712
BE0003536,Cytochrome P450 2C19,DB12319,target,Humans,unknown,inhibitor,15615526,P33261
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12319,enzyme,Humans,unknown,inhibitor,15615526,P33261
BE0001042,Solute carrier organic anion transporter family member 2B1,DB12319,transporter,Humans,unknown,inhibitor,22541068,Q9Y6L6
BE0000703,Bile salt export pump,DB12319,transporter,Humans,unknown,inhibitor,22541068,O94956
BE0000014,Tyrosine-protein kinase ABL1,DB12319,transporter,Humans,no,substrate,24014644,O95342
BE0003721,Aryl hydrocarbon receptor,DB12323,target,Humans,yes,antagonist,24705186,P00519
BE0000019,30S ribosomal protein S4,DB12328,target,Humans,unknown,agonist,14644660,P35869
BE0002638,Cytochrome P450 3A4,DB12329,target,Escherichia coli (strain K12),yes,inhibitor,26863149,P0A7V8
BE0002198,Amine oxidase [flavin-containing] A,DB12329,enzyme,Humans,unknown,substrate,,P08684
BE0001717,Poly [ADP-ribose] polymerase 1,DB12329,enzyme,Humans,no,substrate,,P21397
BE0003798,Poly [ADP-ribose] polymerase 2,DB12332,target,Humans,yes,inhibitor,28790837,P09874
BE0004049,Poly [ADP-ribose] polymerase 3,DB12332,target,Humans,yes,inhibitor,28790837,Q9UGN5
BE0002363,Cytochrome P450 2D6,DB12332,target,Humans,yes,inhibitor,28790837,Q9Y6F1
BE0002433,Cytochrome P450 1A2,DB12332,enzyme,Humans,no,substrate|inhibitor,,P10635
BE0002638,Cytochrome P450 3A4,DB12332,enzyme,Humans,no,substrate|inhibitor|inducer,28790837,P05177
BE0002362,Cytochrome P450 3A5,DB12332,enzyme,Humans,no,substrate|inhibitor,30427584,P08684
BE0003612,Cytochrome P450 3A7,DB12332,enzyme,Humans,no,inhibitor,32129697,P20815
BE0003550,Cytochrome P450 3A43,DB12332,enzyme,Humans,no,inhibitor,32129697,P24462
BE0003536,Cytochrome P450 2C19,DB12332,enzyme,Humans,no,inhibitor,32129697,Q9HB55
BE0002793,Cytochrome P450 2C9,DB12332,enzyme,Humans,no,inhibitor,32129697,P33261
BE0002887,Cytochrome P450 2C8,DB12332,enzyme,Humans,no,inhibitor,32129697,P11712
BE0003541,UDP-glucuronosyltransferase 1-1,DB12332,enzyme,Humans,no,inhibitor,,P10632
BE0001032,P-glycoprotein 1,DB12332,enzyme,Humans,no,inhibitor,,P22309
BE0001067,ATP-binding cassette sub-family G member 2,DB12332,transporter,Humans,no,substrate|inhibitor,,P08183
BE0003657,Multidrug and toxin extrusion protein 1,DB12332,transporter,Humans,no,substrate|inhibitor,,Q9UNQ0
BE0004752,Multidrug and toxin extrusion protein 2,DB12332,transporter,Humans,no,inhibitor,28264872,Q96FL8
BE0003648,Solute carrier family 22 member 1,DB12332,transporter,Humans,no,inhibitor,29606854,Q86VL8
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12332,transporter,Humans,no,inhibitor,27087632,O15245
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12332,transporter,Humans,no,inhibitor,,Q9Y6L6
BE0001066,Solute carrier family 22 member 6,DB12332,transporter,Humans,no,inhibitor,,Q9NPD5
BE0003645,Solute carrier family 22 member 8,DB12332,transporter,Humans,no,inhibitor,,Q4U2R8
BE0001188,Multidrug resistance-associated protein 4,DB12332,transporter,Humans,no,inhibitor,,Q8TCC7
BE0000026,Tubulin beta-1 chain,DB12332,transporter,Humans,no,inhibitor,,O15439
BE0000143,Tubulin beta chain,DB12334,target,Humans,unknown,,16505100,Q9H4B7
BE0003466,Ribosome-binding protein 1,DB12334,target,Humans,unknown,,16505100,P07437
BE0003467,60S ribosome subunit biogenesis protein NIP7 homolog,DB12339,target,Humans,unknown,,,Q9P2E9
BE0000246,Apoptosis regulator Bcl-2,DB12339,target,Humans,unknown,,,Q9Y221
BE0003420,Bcl-2-like protein 2,DB12340,target,Humans,yes,inhibitor,25754349,P10415
BE0003421,Bcl2 antagonist of cell death,DB12340,target,Humans,unknown,,,Q92843
BE0000216,Coagulation factor X,DB12340,target,Humans,unknown,,,Q92934
BE0001032,P-glycoprotein 1,DB12364,target,Humans,yes,inhibitor,23487517,P00742
BE0000090,Potassium voltage-gated channel subfamily H member 2,DB12364,transporter,Humans,no,substrate,26170684,P08183
BE0002432,Sphingosine 1-phosphate receptor 5,DB12364,transporter,Humans,unknown,inhibitor,26170684,Q12809
BE0008652,Sphingosine 1-phosphate receptor 1,DB12371,target,Humans,unknown,modulator,29138536,Q9H228
BE0002638,Cytochrome P450 3A4,DB12371,target,Humans,unknown,,24900670,P21453
BE0002793,Cytochrome P450 2C9,DB12371,enzyme,Humans,unknown,substrate,29735753,P08684
BE0003894,Beta-lactamase TEM,DB12371,enzyme,Humans,unknown,substrate,29735753,P11712
BE0002015,Beta-lactamase SHV-1,DB12377,target,Escherichia coli,yes,inhibitor,29230684,P62593
BE0002831,Beta-lactamase CTX-M,DB12377,target,Escherichia coli,yes,inhibitor,29230684,P0AD63
BE0001430,Beta-lactamase,DB12377,target,Klebsiella pneumoniae,yes,inhibitor,29230684,Q93LQ9
BE0003645,Solute carrier family 22 member 8,DB12377,target,Enterobacter cloacae,yes,inhibitor,29230684,P05364
BE0000879,Solute carrier family 22 member 11,DB12377,transporter,Humans,unknown,substrate,30891606,Q8TCC7
BE0003657,Multidrug and toxin extrusion protein 1,DB12377,transporter,Humans,unknown,substrate,30891606,Q9NSA0
BE0004752,Multidrug and toxin extrusion protein 2,DB12377,transporter,Humans,unknown,substrate,30891606,Q96FL8
BE0003543,Cytochrome P450 1A1,DB12377,transporter,Humans,unknown,substrate,30891606,Q86VL8
BE0003721,Aryl hydrocarbon receptor,DB12379,target,Humans,unknown,substrate,15056799,P04798
BE0002638,Cytochrome P450 3A4,DB12379,target,Humans,unknown,agonist,15056799,P35869
BE0004797,GABA(A) Receptor,DB12391,enzyme,Humans,no,inhibitor,11020135,P08684
BE0000530,Serum albumin,DB12404,enzyme,Humans,unknown,substrate,31037028,P23141
BE0002433,Cytochrome P450 1A2,DB12404,carrier,Humans,unknown,binder,,P02768
BE0010022,Spike glycoprotein,DB12406,enzyme,Humans,no,substrate,9394024,P05177
BE0003625,Carbonic anhydrase 3,DB12411,target,SARS-CoV-2,yes,inhibitor,32736596,P0DTC2
BE0000537,Thyroxine-binding globulin,DB12418,target,Humans,unknown,inhibitor,17826101,P07451
BE0000384,Neurokinin 1 receptor,DB12425,carrier,Humans,no,substrate,,P05543
BE0001120,Heat shock protein HSP 90-alpha,DB12436,target,Humans,unknown,,21229983,P25103
BE0000017,Prostaglandin G/H synthase 1,DB12442,target,Humans,yes,inhibitor,17139284,P07900
BE0000123,Estrogen receptor alpha,DB12445,target,Humans,unknown,inhibitor,16961726,P23219
BE0004651,30S ribosomal protein S3,DB12450,target,Humans,unknown,,19063592,P03372
BE0004653,30S ribosomal protein S7,DB12455,target,Escherichia coli (strain K12),yes,inhibitor,15141029,P0A7V3
BE0004652,30S ribosomal protein S8,DB12455,target,Escherichia coli (strain K12),yes,inhibitor,15141029,P02359
BE0003710,30S ribosomal protein S19,DB12455,target,Escherichia coli (strain K12),yes,inhibitor,15141029,P0A7W7
BE0003708,30S ribosomal protein S14,DB12455,target,Escherichia coli (strain K12),yes,inhibitor,15141029,P0A7U3
BE0004799,16S ribosomal RNA,DB12455,target,Escherichia coli (strain K12),yes,inhibitor,15141029,P0AG59
BE0001032,P-glycoprotein 1,DB12455,carrier,Humans,unknown,,,P02768
BE0009009,Calcitonin gene-related peptide type 1 receptor,DB12455,transporter,Humans,unknown,substrate,,P08183
BE0002638,Cytochrome P450 3A4,DB12457,target,Humans,yes,antagonist,31291516,Q16602
BE0002793,Cytochrome P450 2C9,DB12457,enzyme,Humans,no,substrate|inhibitor,,P08684
BE0001032,P-glycoprotein 1,DB12457,enzyme,Humans,no,substrate,,P11712
BE0001067,ATP-binding cassette sub-family G member 2,DB12457,transporter,Humans,unknown,substrate,,P08183
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12457,transporter,Humans,unknown,substrate,,Q9UNQ0
BE0003645,Solute carrier family 22 member 8,DB12457,transporter,Humans,unknown,inhibitor,,Q9Y6L6
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12457,transporter,Humans,unknown,inhibitor,,Q8TCC7
BE0003647,Solute carrier family 22 member 2,DB12457,transporter,Humans,unknown,inhibitor,,Q9NPD5
BE0003657,Multidrug and toxin extrusion protein 1,DB12457,transporter,Humans,unknown,inhibitor,,O15244
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,DB12457,transporter,Humans,unknown,inhibitor,,Q96FL8
BE0002345,Gamma-aminobutyric acid receptor subunit beta-3,DB12458,target,Humans,unknown,,22029276,P14867
BE0003592,Gamma-aminobutyric acid receptor subunit gamma-2,DB12458,target,Humans,unknown,,22029276,P28472
BE0000451,5-hydroxytryptamine receptor 2A,DB12458,target,Humans,unknown,,22029276,P18507
BE0009866,RNA-directed RNA polymerase catalytic subunit,DB12465,target,Humans,unknown,inverse agonist,17031071,P28223
BE0003539,Aldehyde oxidase,DB12466,target,Influenza A virus (strain A/Silky Chicken/Hong Kong/SF189/2001 H5N1 genotype A),yes,,30724789,Q809M3
BE0002204,Xanthine dehydrogenase/oxidase,DB12466,enzyme,Humans,no,substrate|inhibitor,30724789,Q06278
BE0002887,Cytochrome P450 2C8,DB12466,enzyme,Humans,no,substrate,30724789,P47989
BE0003533,Cytochrome P450 2E1,DB12466,enzyme,Humans,unknown,inhibitor,30724789,P10632
BE0000530,Serum albumin,DB12466,enzyme,Humans,unknown,inhibitor,,P05181
BE0004879,alpha1-acid glycoprotein,DB12466,carrier,Humans,unknown,carrier,,P02768
BE0001066,Solute carrier family 22 member 6,DB12466,transporter,Humans,unknown,inhibitor,,P08183
BE0003645,Solute carrier family 22 member 8,DB12466,transporter,Humans,unknown,inhibitor,,Q4U2R8
BE0004782,Solute carrier family 22 member 12,DB12466,transporter,Humans,unknown,inhibitor,,Q8TCC7
BE0004136,Reverse transcriptase/RNaseH,DB12466,transporter,Humans,unknown,inhibitor,,Q96S37
BE0010066,"1,3-beta-glucan synthase component GSC2",DB12470,target,Human immunodeficiency virus 1,unknown,inhibitor,15934866,Q72547
BE0010067,GTP-binding protein RHO1,DB12471,target,Baker's yeast,unknown,inhibitor,23229479,P40989
BE0002638,Cytochrome P450 3A4,DB12471,target,Baker's yeast,unknown,inhibitor,23229479,P06780
BE0009758,UDP-glucuronosyltransferases (UGTs),DB12471,enzyme,Humans,unknown,substrate|inhibitor,,P08684
BE0000530,Serum albumin,DB12471,enzyme,Humans,unknown,inhibitor,29746713,P10632
BE0001032,P-glycoprotein 1,DB12471,carrier,Humans,unknown,binder,,P02768
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12471,transporter,Humans,unknown,substrate|transporter,,P08183
BE0002638,Cytochrome P450 3A4,DB12471,transporter,Humans,unknown,inhibitor,,Q9NPD5
BE0002793,Cytochrome P450 2C9,DB12474,enzyme,Humans,no,substrate,18356043,P08684
BE0003536,Cytochrome P450 2C19,DB12474,enzyme,Humans,no,substrate,18356043,P11712
BE0000756,Dopamine D2 receptor,DB12474,enzyme,Humans,no,substrate|inhibitor,18356043,P33261
BE0000581,Dopamine D3 receptor,DB12478,target,Humans,unknown,,10728880,P14416
BE0002379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",DB12478,target,Humans,unknown,,10728880,P35462
BE0002406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",DB12483,target,Humans,yes,inhibitor,,P42336
BE0002638,Cytochrome P450 3A4,DB12483,target,Humans,yes,inhibitor,,O00329
BE0002362,Cytochrome P450 3A5,DB12483,enzyme,Humans,no,substrate,,P08684
BE0003612,Cytochrome P450 3A7,DB12483,enzyme,Humans,no,substrate,,P20815
BE0003543,Cytochrome P450 1A1,DB12483,enzyme,Humans,no,substrate,,P24462
BE0000530,Serum albumin,DB12483,enzyme,Humans,unknown,substrate,,P04798
BE0001032,P-glycoprotein 1,DB12483,carrier,Humans,unknown,substrate,,P02768
BE0001067,ATP-binding cassette sub-family G member 2,DB12483,transporter,Humans,unknown,substrate,,P08183
BE0004752,Multidrug and toxin extrusion protein 2,DB12483,transporter,Humans,unknown,substrate,,Q9UNQ0
BE0003405,Folate receptor alpha,DB12483,transporter,Humans,unknown,inhibitor,29348486,Q86VL8
BE0002638,Cytochrome P450 3A4,DB12489,target,Humans,yes,binder,29098867,P15328
BE0001032,P-glycoprotein 1,DB12489,enzyme,Humans,no,substrate|inhibitor,22752008,P08684
BE0009787,C-C chemokine receptor type 4,DB12489,transporter,Humans,no,substrate,,P08183
BE0000132,Androgen receptor,DB12498,target,Humans,yes,antagonist,28649848,P51679
BE0002433,Cytochrome P450 1A2,DB12499,target,Humans,yes,antagonist,15646372,P10275
BE0003549,Cytochrome P450 2B6,DB12499,enzyme,Humans,no,inhibitor,,P05177
BE0002887,Cytochrome P450 2C8,DB12499,enzyme,Humans,no,inhibitor,,P20813
BE0002793,Cytochrome P450 2C9,DB12499,enzyme,Humans,no,inhibitor,,P10632
BE0003536,Cytochrome P450 2C19,DB12499,enzyme,Humans,no,inhibitor,,P11712
BE0002363,Cytochrome P450 2D6,DB12499,enzyme,Humans,no,inhibitor,,P33261
BE0003533,Cytochrome P450 2E1,DB12499,enzyme,Humans,no,inhibitor,,P10635
BE0002638,Cytochrome P450 3A4,DB12499,enzyme,Humans,no,inhibitor,,P05181
BE0002408,Tyrosine-protein kinase JAK2,DB12499,enzyme,Humans,no,inhibitor,,P08684
BE0000147,Receptor-type tyrosine-protein kinase FLT3,DB12500,target,Humans,yes,inhibitor,21220608,O60674
BE0004145,Tyrosine-protein kinase JAK1,DB12500,target,Humans,yes,inhibitor,,P36888
BE0002638,Cytochrome P450 3A4,DB12500,target,Humans,no,inhibitor,27473820,P23458
BE0003536,Cytochrome P450 2C19,DB12500,enzyme,Humans,unknown,substrate,,P08684
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,DB12500,enzyme,Humans,unknown,substrate,,P33261
BE0002363,Cytochrome P450 2D6,DB12500,enzyme,Humans,unknown,substrate,,P31513
BE0001032,P-glycoprotein 1,DB12500,enzyme,Humans,unknown,inhibitor,,P10635
BE0001067,ATP-binding cassette sub-family G member 2,DB12500,transporter,Humans,unknown,substrate|inhibitor,,P08183
BE0001004,Solute carrier organic anion transporter family member 1B1,DB12500,transporter,Humans,unknown,inhibitor,,Q9UNQ0
BE0003659,Solute carrier organic anion transporter family member 1B3,DB12500,transporter,Humans,unknown,inhibitor,,Q9Y6L6
BE0004865,"POU domain, class 2, transcription factor 2",DB12500,transporter,Humans,unknown,inhibitor,,Q9NPD5
BE0003657,Multidrug and toxin extrusion protein 1,DB12500,transporter,Humans,unknown,inhibitor,,P09086
BE0004752,Multidrug and toxin extrusion protein 2,DB12500,transporter,Humans,unknown,inhibitor,,Q96FL8
BE0002638,Cytochrome P450 3A4,DB12500,transporter,Humans,unknown,inhibitor,,Q86VL8
BE0000756,Dopamine D2 receptor,DB12515,enzyme,Humans,no,substrate,24889073,P08684
BE0003387,C-C chemokine receptor type 2,DB12518,target,Humans,unknown,antagonist,15010698,P14416
BE0002363,Cytochrome P450 2D6,DB12520,target,Humans,unknown,,,P41597
BE0003496,B-lymphocyte antigen CD19,DB12523,enzyme,Humans,unknown,inhibitor,10597902,P10635
BE0009548,Gastrin,DB12530,target,Humans,yes,binder,20605905,P15391
BE0002638,Cytochrome P450 3A4,DB12532,target,Humans,yes,inhibition of synthesis,28867721,P01350
BE0004797,GABA(A) Receptor,DB12532,enzyme,Humans,no,inhibitor,,P08684
BE0004958,5-hydroxytryptamine receptor 1,DB12537,enzyme,Humans,unknown,substrate,11996015,P08684
BE0001032,P-glycoprotein 1,DB12540,target,Humans,unknown,antagonist,17507923,P08908
BE0000770,Mu-type opioid receptor,DB12541,transporter,Humans,no,substrate,31619389,P08183
BE0000632,Kappa-type opioid receptor,DB12543,target,Humans,yes,antagonist,,P35372
BE0000420,Delta-type opioid receptor,DB12543,target,Humans,unknown,partial agonist,,P41145
BE0002638,Cytochrome P450 3A4,DB12543,target,Humans,unknown,partial agonist,,P41143
BE0002362,Cytochrome P450 3A5,DB12543,enzyme,Humans,no,substrate,,P08684
BE0003536,Cytochrome P450 2C19,DB12543,enzyme,Humans,no,substrate,,P20815
BE0002887,Cytochrome P450 2C8,DB12543,enzyme,Humans,no,substrate,,P33261
BE0001060,Angiotensinogen,DB12543,enzyme,Humans,no,substrate,,P10632
BE0000521,Endothelin-1 receptor,DB12548,target,Humans,unknown,,,P01019
BE0000451,5-hydroxytryptamine receptor 2A,DB12548,target,Humans,unknown,,,P25101
BE0000991,Aurora kinase A,DB12555,target,Humans,unknown,,,P28223
BE0002365,Histone deacetylase 1,DB12556,target,Humans,unknown,regulator,26732741,O14965
BE0008667,Histone deacetylase,DB12565,target,Humans,unknown,,,Q13547
BE0000756,Dopamine D2 receptor,DB12569,target,Humans,unknown,,17692744,P30542
BE0000956,Nuclear receptor subfamily 1 group I member 2,DB12579,target,Humans,yes,antagonist,22490380,P14416
BE0002638,Cytochrome P450 3A4,DB12582,target,Humans,unknown,,23707768,O75469
BE0001032,P-glycoprotein 1,DB12582,enzyme,Humans,unknown,inhibitor,12130727,P08684
BE0001196,Tumor necrosis factor receptor superfamily member 5,DB12582,transporter,Humans,unknown,inhibitor,12130727,P08183
BE0000014,Tyrosine-protein kinase ABL1,DB12589,target,Humans,unknown,,15087402,P25942
BE0002638,Cytochrome P450 3A4,DB12597,target,Humans,yes,inhibitor|allosteric modulator,,P00519
BE0003679,UDP-glucuronosyltransferase 2B7,DB12597,enzyme,Humans,no,substrate|inhibitor,,P08684
BE0003680,UDP-glucuronosyltransferase 2B17,DB12597,enzyme,Humans,no,substrate,,P16662
BE0003541,UDP-glucuronosyltransferase 1-1,DB12597,enzyme,Humans,no,substrate,,O75795
BE0003536,Cytochrome P450 2C19,DB12597,enzyme,Humans,no,inhibitor,,P22309
BE0002793,Cytochrome P450 2C9,DB12597,enzyme,Humans,no,inhibitor,,P33261
BE0001067,ATP-binding cassette sub-family G member 2,DB12597,enzyme,Humans,no,inhibitor,,P11712
BE0001032,P-glycoprotein 1,DB12597,transporter,Humans,no,substrate|inhibitor,,Q9UNQ0
