id,target_name,category,organism,known_action,actions,pubmed_id,uniprot_id,datasource
BE0001580,Serine/threonine-protein kinase PknB,target,Plasmodium falciparum (isolate 3D7),unknown,inhibitor,26516587,P62344,drugbank
BE0009380,Ribosomal protein S6 kinase alpha-6,target,Mycobacterium tuberculosis,unknown,inhibitor,26516587,P9WI81,drugbank
BE0004146,Non-receptor tyrosine-protein kinase TYK2,target,Humans,unknown,inhibitor,26516587,Q9UK32,drugbank
BE0009381,"Atypical kinase COQ8A, mitochondrial",target,Humans,unknown,inhibitor,26516587,P29597,drugbank
BE0004145,Tyrosine-protein kinase JAK1,target,Humans,unknown,inhibitor,26516587,Q8NI60,drugbank
BE0000915,Hepatocyte growth factor receptor,target,Humans,unknown,inhibitor,26516587,P23458,drugbank
BE0009382,Serine/threonine-protein kinase NIM1,target,Humans,unknown,inhibitor,26516587,P08581,drugbank
BE0004109,Serine/threonine-protein kinase MST4,target,Humans,unknown,inhibitor,26516587,Q8IY84,drugbank
BE0003761,cAMP-dependent protein kinase catalytic subunit alpha,target,Humans,unknown,inhibitor,26516587,Q9P289,drugbank
BE0009383,Serine/threonine-protein kinase 24,target,Humans,unknown,inhibitor,26516587,P17612,drugbank
BE0009384,Serine/threonine-protein kinase 3,target,Humans,unknown,inhibitor,26516587,Q9Y6E0,drugbank
BE0009385,Tyrosine-protein kinase Tec,target,Humans,unknown,inhibitor,26516587,Q13188,drugbank
BE0009386,Serine/threonine-protein kinase 33,target,Humans,unknown,inhibitor,26516587,P42680,drugbank
BE0009387,Serine/threonine-protein kinase 35,target,Humans,unknown,inhibitor,26516587,Q9BYT3,drugbank
BE0009388,Serine/threonine-protein kinase 36,target,Humans,unknown,inhibitor,26516587,Q8TDR2,drugbank
BE0009389,Serine/threonine-protein kinase 38,target,Humans,unknown,inhibitor,26516587,Q9NRP7,drugbank
BE0009390,Serine/threonine-protein kinase 38-like,target,Humans,unknown,inhibitor,26516587,Q15208,drugbank
BE0009391,STE20/SPS1-related proline-alanine-rich protein kinase,target,Humans,unknown,inhibitor,26516587,Q9Y2H1,drugbank
BE0009392,Serine/threonine-protein kinase TAO1,target,Humans,unknown,inhibitor,26516587,Q9UEW8,drugbank
BE0004632,Serine/threonine-protein kinase TAO2,target,Humans,unknown,inhibitor,26516587,Q7L7X3,drugbank
BE0009393,Serine/threonine-protein kinase TAO3,target,Humans,unknown,inhibitor,26516587,Q9UL54,drugbank
BE0009394,Serine/threonine-protein kinase TBK1,target,Humans,unknown,inhibitor,26516587,Q9H2K8,drugbank
BE0003379,Angiopoietin-1 receptor,target,Humans,unknown,inhibitor,26516587,Q9UHD2,drugbank
BE0009395,Dual specificity testis-specific protein kinase 1,target,Humans,unknown,inhibitor,26516587,Q02763,drugbank
BE0003782,TGF-beta receptor type-1,target,Humans,unknown,inhibitor,26516587,Q15569,drugbank
BE0001861,TGF-beta receptor type-2,target,Humans,unknown,inhibitor,26516587,P36897,drugbank
BE0009396,Tyrosine-protein kinase receptor Tie-1,target,Humans,unknown,inhibitor,26516587,P37173,drugbank
BE0009397,Serine/threonine-protein kinase tousled-like 1,target,Humans,unknown,inhibitor,26516587,P35590,drugbank
BE0009398,Serine/threonine-protein kinase tousled-like 2,target,Humans,unknown,inhibitor,26516587,Q9UKI8,drugbank
BE0009399,TRAF2 and NCK-interacting protein kinase,target,Humans,unknown,inhibitor,26516587,Q86UE8,drugbank
BE0009400,Non-receptor tyrosine-protein kinase TNK1,target,Humans,unknown,inhibitor,26516587,Q9UKE5,drugbank
BE0000772,Activated CDC42 kinase 1,target,Humans,unknown,inhibitor,26516587,Q13470,drugbank
BE0009401,Serine/threonine-protein kinase TNNI3K,target,Humans,unknown,inhibitor,26516587,Q07912,drugbank
BE0009402,Testis-specific serine/threonine-protein kinase 1,target,Humans,unknown,inhibitor,26516587,Q59H18,drugbank
BE0003791,Dual specificity protein kinase TTK,target,Humans,unknown,inhibitor,26516587,Q9BXA7,drugbank
BE0009403,Tyrosine-protein kinase TXK,target,Humans,unknown,inhibitor,26516587,P33981,drugbank
BE0009404,Tyrosine-protein kinase receptor TYRO3,target,Humans,unknown,inhibitor,26516587,P42681,drugbank
BE0009405,Serine/threonine-protein kinase ULK1,target,Humans,unknown,inhibitor,26516587,Q06418,drugbank
BE0009406,Serine/threonine-protein kinase ULK2,target,Humans,unknown,inhibitor,26516587,O75385,drugbank
BE0009407,Serine/threonine-protein kinase ULK3,target,Humans,unknown,inhibitor,26516587,Q8IYT8,drugbank
BE0003335,Wee1-like protein kinase,target,Humans,unknown,inhibitor,26516587,Q6PHR2,drugbank
BE0000840,Tyrosine-protein kinase Yes,target,Humans,unknown,inhibitor,26516587,P30291,drugbank
BE0009408,Mitogen-activated protein kinase kinase kinase 19,target,Humans,unknown,inhibitor,26516587,P07947,drugbank
BE0005595,Mitogen-activated protein kinase kinase kinase MLT,target,Humans,unknown,inhibitor,26516587,Q56UN5,drugbank
BE0001312,Tyrosine-protein kinase ZAP-70,target,Humans,unknown,inhibitor,26516587,Q9NYL2,drugbank
BE0009409,AP2-associated protein kinase 1,target,Humans,unknown,inhibitor,26516587,P43403,drugbank
BE0000435,Abelson tyrosine-protein kinase 2,target,Humans,unknown,inhibitor,26516587,Q2M2I8,drugbank
BE0000264,Activin receptor type-1,target,Humans,unknown,inhibitor,26516587,P42684,drugbank
BE0000665,Activin receptor type-1B,target,Humans,unknown,inhibitor,26516587,Q04771,drugbank
BE0009410,"Atypical kinase COQ8B, mitochondrial",target,Humans,unknown,inhibitor,26516587,P36896,drugbank
BE0000359,ALK tyrosine kinase receptor,target,Humans,unknown,inhibitor,26516587,Q96D53,drugbank
BE0009411,Ankyrin repeat and protein kinase domain-containing protein 1,target,Humans,unknown,inhibitor,26516587,Q9UM73,drugbank
BE0000991,Aurora kinase A,target,Humans,unknown,inhibitor,26516587,Q8NFD2,drugbank
BE0003404,Aurora kinase B,target,Humans,unknown,inhibitor,26516587,O14965,drugbank
BE0004601,Aurora kinase C,target,Humans,unknown,inhibitor,26516587,Q96GD4,drugbank
BE0009412,Tyrosine-protein kinase receptor UFO,target,Humans,unknown,inhibitor,26516587,Q9UQB9,drugbank
BE0009413,Tyrosine-protein kinase Blk,target,Humans,unknown,inhibitor,26516587,P30530,drugbank
BE0009414,BMP-2-inducible protein kinase,target,Humans,unknown,inhibitor,26516587,P51451,drugbank
BE0009415,Bone morphogenetic protein receptor type-1B,target,Humans,unknown,inhibitor,26516587,Q9NSY1,drugbank
BE0009324,Bone morphogenetic protein receptor type-2,target,Humans,unknown,inhibitor,26516587,O00238,drugbank
BE0009416,Cytoplasmic tyrosine-protein kinase BMX,target,Humans,unknown,inhibitor,26516587,Q13873,drugbank
BE0000634,Serine/threonine-protein kinase B-raf,target,Humans,unknown,inhibitor,26516587,P51813,drugbank
BE0001284,Tyrosine-protein kinase BTK,target,Humans,unknown,inhibitor,26516587,P15056,drugbank
BE0009417,Calcium/calmodulin-dependent protein kinase type 1,target,Humans,unknown,inhibitor,26516587,Q06187,drugbank
BE0004324,Calcium/calmodulin-dependent protein kinase type 1D,target,Humans,unknown,inhibitor,26516587,Q14012,drugbank
BE0004147,Calcium/calmodulin-dependent protein kinase type 1G,target,Humans,unknown,inhibitor,26516587,Q8IU85,drugbank
BE0004076,Calcium/calmodulin-dependent protein kinase type II subunit alpha,target,Humans,unknown,inhibitor,26516587,Q96NX5,drugbank
BE0003792,Calcium/calmodulin-dependent protein kinase type II subunit beta,target,Humans,unknown,inhibitor,26516587,Q9UQM7,drugbank
BE0004108,Calcium/calmodulin-dependent protein kinase type II subunit delta,target,Humans,unknown,inhibitor,26516587,Q13554,drugbank
BE0004384,Calcium/calmodulin-dependent protein kinase type II subunit gamma,target,Humans,unknown,inhibitor,26516587,Q13557,drugbank
BE0009418,Calcium/calmodulin-dependent protein kinase kinase 1,target,Humans,unknown,inhibitor,26516587,Q13555,drugbank
BE0009419,Calcium/calmodulin-dependent protein kinase kinase 2,target,Humans,unknown,inhibitor,26516587,Q8N5S9,drugbank
BE0002641,Peripheral plasma membrane protein CASK,target,Humans,unknown,inhibitor,26516587,Q96RR4,drugbank
BE0009420,Kappa-casein,target,Humans,unknown,inhibitor,26516587,O14936,drugbank
BE0001082,Cyclin-dependent kinase 1,target,Humans,unknown,inhibitor,26516587,P07498,drugbank
BE0009421,Serine/threonine-protein kinase MRCK gamma,target,Humans,unknown,inhibitor,26516587,P06493,drugbank
BE0002216,Cyclin-dependent kinase 4,target,Humans,unknown,inhibitor,26516587,Q6DT37,drugbank
BE0009422,Cyclin-dependent kinase-like 1,target,Humans,unknown,inhibitor,26516587,P11802,drugbank
BE0009423,Cyclin-dependent kinase-like 2,target,Humans,unknown,inhibitor,26516587,Q00532,drugbank
BE0003382,Serine/threonine-protein kinase Chk1,target,Humans,unknown,inhibitor,26516587,Q92772,drugbank
BE0003381,Serine/threonine-protein kinase Chk2,target,Humans,unknown,inhibitor,26516587,O14757,drugbank
BE0009424,Citron Rho-interacting kinase,target,Humans,unknown,inhibitor,26516587,O96017,drugbank
BE0001824,Dual specificity protein kinase CLK1,target,Humans,unknown,inhibitor,26516587,O14578,drugbank
BE0009425,Dual specificity protein kinase CLK2,target,Humans,unknown,inhibitor,26516587,P49759,drugbank
BE0004043,Dual specificity protein kinase CLK3,target,Humans,unknown,inhibitor,26516587,P49760,drugbank
BE0009426,Dual specificity protein kinase CLK4,target,Humans,unknown,inhibitor,26516587,P49761,drugbank
BE0000853,Macrophage colony-stimulating factor 1 receptor,target,Humans,unknown,inhibitor,26516587,Q9HAZ1,drugbank
BE0001356,Tyrosine-protein kinase CSK,target,Humans,unknown,inhibitor,26516587,P07333,drugbank
BE0009427,Casein kinase I isoform alpha,target,Humans,unknown,inhibitor,26516587,P41240,drugbank
BE0001209,Casein kinase II subunit alpha,target,Humans,unknown,inhibitor,26516587,P48729,drugbank
BE0003984,Casein kinase II subunit alpha',target,Humans,unknown,inhibitor,26516587,P68400,drugbank
BE0001776,Death-associated protein kinase 1,target,Humans,unknown,inhibitor,26516587,P19784,drugbank
BE0009428,Death-associated protein kinase 2,target,Humans,unknown,inhibitor,26516587,P53355,drugbank
BE0003788,Death-associated protein kinase 3,target,Humans,unknown,inhibitor,26516587,Q9UIK4,drugbank
BE0009429,Serine/threonine-protein kinase DCLK1,target,Humans,unknown,inhibitor,26516587,O43293,drugbank
BE0009430,Serine/threonine-protein kinase DCLK2,target,Humans,unknown,inhibitor,26516587,O15075,drugbank
BE0009431,Serine/threonine-protein kinase DCLK3,target,Humans,unknown,inhibitor,26516587,Q8N568,drugbank
BE0001124,Epithelial discoidin domain-containing receptor 1,target,Humans,unknown,inhibitor,26516587,Q9C098,drugbank
BE0004741,Discoidin domain-containing receptor 2,target,Humans,unknown,inhibitor,26516587,Q08345,drugbank
BE0004012,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,target,Humans,unknown,inhibitor,26516587,Q16832,drugbank
BE0009432,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,target,Humans,unknown,inhibitor,26516587,Q13627,drugbank
BE0000767,Epidermal growth factor receptor,target,Humans,unknown,inhibitor,26516587,Q9Y463,drugbank
BE0009433,Eukaryotic translation initiation factor 2-alpha kinase 1,target,Humans,unknown,inhibitor,26516587,P00533,drugbank
BE0009434,"Interferon-induced, double-stranded RNA-activated protein kinase",target,Humans,unknown,inhibitor,26516587,Q9BQI3,drugbank
BE0009435,eIF-2-alpha kinase GCN2,target,Humans,unknown,inhibitor,26516587,P19525,drugbank
BE0009436,Ephrin type-A receptor 1,target,Humans,unknown,inhibitor,26516587,Q9P2K8,drugbank
BE0000841,Ephrin type-A receptor 2,target,Humans,unknown,inhibitor,26516587,P21709,drugbank
BE0009437,Ephrin type-A receptor 3,target,Humans,unknown,inhibitor,26516587,P29317,drugbank
BE0009438,Ephrin type-A receptor 4,target,Humans,unknown,inhibitor,26516587,P29320,drugbank
BE0005587,Ephrin type-A receptor 5,target,Humans,unknown,inhibitor,26516587,P54764,drugbank
BE0009439,Ephrin type-A receptor 6,target,Humans,unknown,inhibitor,26516587,P54756,drugbank
BE0004140,Ephrin type-A receptor 7,target,Humans,unknown,inhibitor,26516587,Q9UF33,drugbank
BE0009440,Ephrin type-A receptor 8,target,Humans,unknown,inhibitor,26516587,Q15375,drugbank
BE0009441,Ephrin type-B receptor 1,target,Humans,unknown,inhibitor,26516587,P29322,drugbank
BE0004549,Ephrin type-B receptor 2,target,Humans,unknown,inhibitor,26516587,P54762,drugbank
BE0002453,Ephrin type-B receptor 4,target,Humans,unknown,inhibitor,26516587,P29323,drugbank
BE0009442,Ephrin type-B receptor 6,target,Humans,unknown,inhibitor,26516587,P54760,drugbank
BE0000511,Receptor tyrosine-protein kinase erbB-2,target,Humans,unknown,inhibitor,26516587,O15197,drugbank
BE0004772,Receptor tyrosine-protein kinase erbB-4,target,Humans,unknown,inhibitor,26516587,P04626,drugbank
BE0003839,Serine/threonine-protein kinase/endoribonuclease IRE1,target,Humans,unknown,inhibitor,26516587,Q15303,drugbank
BE0009443,Tyrosine-protein kinase Fer,target,Humans,unknown,inhibitor,26516587,O75460,drugbank
BE0009444,Tyrosine-protein kinase Fes/Fps,target,Humans,unknown,inhibitor,26516587,P16591,drugbank
BE0002131,Fibroblast growth factor receptor 1,target,Humans,unknown,inhibitor,26516587,P07332,drugbank
BE0000748,Fibroblast growth factor receptor 2,target,Humans,unknown,inhibitor,26516587,P11362,drugbank
BE0002133,Fibroblast growth factor receptor 3,target,Humans,unknown,inhibitor,26516587,P21802,drugbank
BE0005539,Tyrosine-protein kinase Fgr,target,Humans,unknown,inhibitor,26516587,P22607,drugbank
BE0000029,Vascular endothelial growth factor receptor 1,target,Humans,unknown,inhibitor,26516587,P09769,drugbank
BE0000147,Receptor-type tyrosine-protein kinase FLT3,target,Humans,unknown,inhibitor,26516587,P17948,drugbank
BE0000023,Vascular endothelial growth factor receptor 3,target,Humans,unknown,inhibitor,26516587,P36888,drugbank
BE0002386,Serine/threonine-protein kinase mTOR,target,Humans,unknown,inhibitor,26516587,P35916,drugbank
BE0004742,Tyrosine-protein kinase FRK,target,Humans,unknown,inhibitor,26516587,P42345,drugbank
BE0000839,Tyrosine-protein kinase Fyn,target,Humans,unknown,inhibitor,26516587,P42685,drugbank
BE0009445,Cyclin-G-associated kinase,target,Humans,unknown,inhibitor,26516587,P06241,drugbank
BE0009446,Glycogen synthase kinase-3 alpha,target,Humans,unknown,inhibitor,26516587,O14976,drugbank
BE0001065,Glycogen synthase kinase-3 beta,target,Humans,unknown,inhibitor,26516587,P49840,drugbank
BE0001424,Tyrosine-protein kinase HCK,target,Humans,unknown,inhibitor,26516587,P49841,drugbank
BE0009447,Homeodomain-interacting protein kinase 2,target,Humans,unknown,inhibitor,26516587,P08631,drugbank
BE0009448,Homeodomain-interacting protein kinase 3,target,Humans,unknown,inhibitor,26516587,Q9H2X6,drugbank
BE0009449,Serine/threonine-protein kinase ICK,target,Humans,unknown,inhibitor,26516587,Q9H422,drugbank
BE0001154,Inhibitor of nuclear factor kappa-B kinase subunit beta,target,Humans,unknown,inhibitor,26516587,Q9UPZ9,drugbank
BE0009450,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,target,Humans,unknown,inhibitor,26516587,O14920,drugbank
BE0000033,Insulin receptor,target,Humans,unknown,inhibitor,26516587,Q14164,drugbank
BE0009451,Insulin receptor-related protein,target,Humans,unknown,inhibitor,26516587,P06213,drugbank
BE0009452,Interleukin-1 receptor-associated kinase 1,target,Humans,unknown,inhibitor,26516587,P14616,drugbank
BE0009453,Interleukin-1 receptor-associated kinase 3,target,Humans,unknown,inhibitor,26516587,P51617,drugbank
BE0004344,Interleukin-1 receptor-associated kinase 4,target,Humans,unknown,inhibitor,26516587,Q9Y616,drugbank
BE0001341,Tyrosine-protein kinase ITK/TSK,target,Humans,unknown,inhibitor,26516587,Q9NWZ3,drugbank
BE0002408,Tyrosine-protein kinase JAK2,target,Humans,unknown,inhibitor,26516587,Q08881,drugbank
BE0003493,Tyrosine-protein kinase JAK3,target,Humans,unknown,inhibitor,26516587,O60674,drugbank
BE0000369,Vascular endothelial growth factor receptor 2,target,Humans,unknown,inhibitor,26516587,P52333,drugbank
BE0009454,Serine/threonine-protein kinase SIK3,target,Humans,unknown,inhibitor,26516587,P35968,drugbank
BE0000453,Mast/stem cell growth factor receptor Kit,target,Humans,unknown,inhibitor,26516587,Q9Y2K2,drugbank
BE0009455,Serine/threonine-protein kinase LATS1,target,Humans,unknown,inhibitor,26516587,P10721,drugbank
BE0000842,Tyrosine-protein kinase Lck,target,Humans,unknown,inhibitor,26516587,O95835,drugbank
BE0004759,LIM domain kinase 1,target,Humans,unknown,inhibitor,26516587,P06239,drugbank
BE0009456,LIM domain kinase 2,target,Humans,unknown,inhibitor,26516587,P53667,drugbank
BE0009457,Leucine-rich repeat serine/threonine-protein kinase 2,target,Humans,unknown,inhibitor,26516587,P53671,drugbank
BE0009458,Leukocyte tyrosine kinase receptor,target,Humans,unknown,inhibitor,26516587,Q5S007,drugbank
BE0004315,Tyrosine-protein kinase Lyn,target,Humans,unknown,inhibitor,26516587,P29376,drugbank
BE0004744,Dual specificity mitogen-activated protein kinase kinase 2,target,Humans,unknown,inhibitor,26516587,P07948,drugbank
BE0009459,Dual specificity mitogen-activated protein kinase kinase 3,target,Humans,unknown,inhibitor,26516587,P36507,drugbank
BE0009460,Dual specificity mitogen-activated protein kinase kinase 5,target,Humans,unknown,inhibitor,26516587,P46734,drugbank
BE0009461,Dual specificity mitogen-activated protein kinase kinase 6,target,Humans,unknown,inhibitor,26516587,Q13163,drugbank
BE0003430,Mitogen-activated protein kinase kinase kinase 1,target,Humans,unknown,inhibitor,26516587,P52564,drugbank
BE0009462,Mitogen-activated protein kinase kinase kinase 10,target,Humans,unknown,inhibitor,26516587,Q13233,drugbank
BE0009463,Mitogen-activated protein kinase kinase kinase 11,target,Humans,unknown,inhibitor,26516587,Q02779,drugbank
BE0009464,Mitogen-activated protein kinase kinase kinase 12,target,Humans,unknown,inhibitor,26516587,Q16584,drugbank
BE0009465,Mitogen-activated protein kinase kinase kinase 13,target,Humans,unknown,inhibitor,26516587,Q12852,drugbank
BE0009466,Mitogen-activated protein kinase kinase kinase 15,target,Humans,unknown,inhibitor,26516587,O43283,drugbank
BE0004745,Mitogen-activated protein kinase kinase kinase 2,target,Humans,unknown,inhibitor,26516587,Q6ZN16,drugbank
BE0009467,Mitogen-activated protein kinase kinase kinase 3,target,Humans,unknown,inhibitor,26516587,Q9Y2U5,drugbank
BE0009468,Mitogen-activated protein kinase kinase kinase 4,target,Humans,unknown,inhibitor,26516587,Q99759,drugbank
BE0009469,Mitogen-activated protein kinase kinase kinase 6,target,Humans,unknown,inhibitor,26516587,Q9Y6R4,drugbank
BE0004386,Mitogen-activated protein kinase kinase kinase 9,target,Humans,unknown,inhibitor,26516587,O95382,drugbank
BE0009470,Mitogen-activated protein kinase kinase kinase kinase 1,target,Humans,unknown,inhibitor,26516587,P80192,drugbank
BE0009471,Mitogen-activated protein kinase kinase kinase kinase 2,target,Humans,unknown,inhibitor,26516587,Q92918,drugbank
BE0009472,Mitogen-activated protein kinase kinase kinase kinase 3,target,Humans,unknown,inhibitor,26516587,Q12851,drugbank
BE0009473,Mitogen-activated protein kinase kinase kinase kinase 4,target,Humans,unknown,inhibitor,26516587,Q8IVH8,drugbank
BE0009474,Mitogen-activated protein kinase kinase kinase kinase 5,target,Humans,unknown,inhibitor,26516587,O95819,drugbank
BE0001097,Mitogen-activated protein kinase 10,target,Humans,unknown,inhibitor,26516587,Q9Y4K4,drugbank
BE0003391,Mitogen-activated protein kinase 13,target,Humans,unknown,inhibitor,26516587,P53779,drugbank
BE0001019,Mitogen-activated protein kinase 14,target,Humans,unknown,inhibitor,26516587,O15264,drugbank
BE0009475,Mitogen-activated protein kinase 15,target,Humans,unknown,inhibitor,26516587,Q16539,drugbank
BE0009476,Mitogen-activated protein kinase 4,target,Humans,unknown,inhibitor,26516587,Q8TD08,drugbank
BE0009477,Mitogen-activated protein kinase 7,target,Humans,unknown,inhibitor,26516587,P31152,drugbank
BE0003772,Mitogen-activated protein kinase 9,target,Humans,unknown,inhibitor,26516587,Q13164,drugbank
BE0009478,MAP kinase-activated protein kinase 5,target,Humans,unknown,inhibitor,26516587,P45984,drugbank
BE0009479,Serine/threonine-protein kinase MARK1,target,Humans,unknown,inhibitor,26516587,Q8IW41,drugbank
BE0009480,Serine/threonine-protein kinase MARK2,target,Humans,unknown,inhibitor,26516587,Q9P0L2,drugbank
BE0009481,MAP/microtubule affinity-regulating kinase 3,target,Humans,unknown,inhibitor,26516587,Q7KZI7,drugbank
BE0009482,MAP/microtubule affinity-regulating kinase 4,target,Humans,unknown,inhibitor,26516587,P27448,drugbank
BE0009483,CLIP-associating protein 1,target,Humans,unknown,inhibitor,26516587,Q96L34,drugbank
BE0009484,Microtubule-associated serine/threonine-protein kinase 1,target,Humans,unknown,inhibitor,26516587,Q7Z460,drugbank
BE0009485,Megakaryocyte-associated tyrosine-protein kinase,target,Humans,unknown,inhibitor,26516587,Q9Y2H9,drugbank
BE0009486,Maternal embryonic leucine zipper kinase,target,Humans,unknown,inhibitor,26516587,P42679,drugbank
BE0004271,Tyrosine-protein kinase Mer,target,Humans,unknown,inhibitor,26516587,Q14680,drugbank
BE0009487,Misshapen-like kinase 1,target,Humans,unknown,inhibitor,26516587,Q12866,drugbank
BE0009488,MAP kinase-interacting serine/threonine-protein kinase 1,target,Humans,unknown,inhibitor,26516587,Q8N4C8,drugbank
BE0009489,MAP kinase-interacting serine/threonine-protein kinase 2,target,Humans,unknown,inhibitor,26516587,Q9BUB5,drugbank
BE0009490,Macrophage-stimulating protein receptor,target,Humans,unknown,inhibitor,26516587,Q9HBH9,drugbank
BE0009491,"Muscle, skeletal receptor tyrosine-protein kinase",target,Humans,unknown,inhibitor,26516587,Q04912,drugbank
BE0009492,"Myosin light chain kinase, smooth muscle",target,Humans,unknown,inhibitor,26516587,O15146,drugbank
BE0004946,"Myosin light chain kinase 2, skeletal/cardiac muscle",target,Humans,unknown,inhibitor,26516587,Q15746,drugbank
BE0009493,Myosin light chain kinase 3,target,Humans,unknown,inhibitor,26516587,Q9H1R3,drugbank
BE0009494,Myosin light chain kinase family member 4,target,Humans,unknown,inhibitor,26516587,Q32MK0,drugbank
BE0009495,Myosin-IIIa,target,Humans,unknown,inhibitor,26516587,Q86YV6,drugbank
BE0009496,Serine/threonine-protein kinase Nek1,target,Humans,unknown,inhibitor,26516587,Q8NEV4,drugbank
BE0004758,Serine/threonine-protein kinase Nek11,target,Humans,unknown,inhibitor,26516587,Q96PY6,drugbank
BE0003796,Serine/threonine-protein kinase Nek2,target,Humans,unknown,inhibitor,26516587,Q8NG66,drugbank
BE0009497,Serine/threonine-protein kinase Nek3,target,Humans,unknown,inhibitor,26516587,P51955,drugbank
BE0009498,Serine/threonine-protein kinase Nek4,target,Humans,unknown,inhibitor,26516587,P51956,drugbank
BE0009499,Serine/threonine-protein kinase Nek5,target,Humans,unknown,inhibitor,26516587,P51957,drugbank
BE0009500,Serine/threonine-protein kinase Nek9,target,Humans,unknown,inhibitor,26516587,Q6P3R8,drugbank
BE0001039,High affinity nerve growth factor receptor,target,Humans,unknown,inhibitor,26516587,Q8TD19,drugbank
BE0003605,BDNF/NT-3 growth factors receptor,target,Humans,unknown,inhibitor,26516587,P04629,drugbank
BE0009501,NT-3 growth factor receptor,target,Humans,unknown,inhibitor,26516587,Q16620,drugbank
BE0009502,NUAK family SNF1-like kinase 1,target,Humans,unknown,inhibitor,26516587,Q16288,drugbank
BE0009503,NUAK family SNF1-like kinase 2,target,Humans,unknown,inhibitor,26516587,O60285,drugbank
BE0009504,Serine/threonine-protein kinase OSR1,target,Humans,unknown,inhibitor,26516587,Q9H093,drugbank
BE0009505,Serine/threonine-protein kinase PAK 1,target,Humans,unknown,inhibitor,26516587,O95747,drugbank
BE0009506,Serine/threonine-protein kinase PAK 2,target,Humans,unknown,inhibitor,26516587,Q13153,drugbank
BE0009507,Serine/threonine-protein kinase PAK 3,target,Humans,unknown,inhibitor,26516587,Q13177,drugbank
BE0009508,Serine/threonine-protein kinase PAK 4,target,Humans,unknown,inhibitor,26516587,O75914,drugbank
BE0009509,Serine/threonine-protein kinase PAK 6,target,Humans,unknown,inhibitor,26516587,O96013,drugbank
BE0009510,Serine/threonine-protein kinase PAK 5,target,Humans,unknown,inhibitor,26516587,Q9NQU5,drugbank
BE0004077,Cyclin-dependent kinase 16,target,Humans,unknown,inhibitor,26516587,Q9P286,drugbank
BE0009511,Cyclin-dependent kinase 17,target,Humans,unknown,inhibitor,26516587,Q00536,drugbank
BE0000852,Platelet-derived growth factor receptor alpha,target,Humans,unknown,inhibitor,26516587,Q00537,drugbank
BE0000205,Platelet-derived growth factor receptor beta,target,Humans,unknown,inhibitor,26516587,P16234,drugbank
BE0001193,3-phosphoinositide-dependent protein kinase 1,target,Humans,unknown,inhibitor,26516587,P09619,drugbank
BE0000437,Cyclin-dependent kinase 15,target,Humans,unknown,inhibitor,26516587,O15530,drugbank
BE0009512,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",target,Humans,unknown,inhibitor,26516587,Q96Q40,drugbank
BE0009513,Phosphatidylinositol 4-kinase beta,target,Humans,unknown,inhibitor,26516587,Q16816,drugbank
BE0009514,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,target,Humans,unknown,inhibitor,26516587,Q9UBF8,drugbank
BE0009515,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma,target,Humans,unknown,inhibitor,26516587,O00750,drugbank
BE0002406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",target,Humans,unknown,inhibitor,26516587,O75747,drugbank
BE0001315,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",target,Humans,unknown,inhibitor,26516587,O00329,drugbank
BE0001277,Serine/threonine-protein kinase pim-1,target,Humans,unknown,inhibitor,26516587,P48736,drugbank
BE0009516,Serine/threonine-protein kinase pim-3,target,Humans,unknown,inhibitor,26516587,P11309,drugbank
BE0009517,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,target,Humans,unknown,inhibitor,26516587,Q86V86,drugbank
BE0009518,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,target,Humans,unknown,inhibitor,26516587,P78356,drugbank
BE0009519,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,target,Humans,unknown,inhibitor,26516587,Q8TBX8,drugbank
BE0009520,Serine/threonine-protein kinase N1,target,Humans,unknown,inhibitor,26516587,Q99640,drugbank
BE0009521,Serine/threonine-protein kinase N2,target,Humans,unknown,inhibitor,26516587,Q16512,drugbank
BE0003745,Serine/threonine-protein kinase PLK1,target,Humans,unknown,inhibitor,26516587,Q16513,drugbank
BE0009522,Serine/threonine-protein kinase PLK2,target,Humans,unknown,inhibitor,26516587,P53350,drugbank
BE0009523,Serine/threonine-protein kinase PLK3,target,Humans,unknown,inhibitor,26516587,Q9NYY3,drugbank
BE0009524,Serine/threonine-protein kinase PLK4,target,Humans,unknown,inhibitor,26516587,Q9H4B4,drugbank
BE0000677,5'-AMP-activated protein kinase catalytic subunit alpha-1,target,Humans,unknown,inhibitor,26516587,O00444,drugbank
BE0004907,5'-AMP-activated protein kinase,target,Humans,unknown,inhibitor,26516587,Q13131,drugbank
BE0002417,Protein kinase C delta type,target,Humans,unknown,inhibitor,26516587,P22694,drugbank
BE0003431,Protein kinase C epsilon type,target,Humans,unknown,inhibitor,26516587,Q05655,drugbank
