id,pathway_name,pathway_category,datasource
SMP0000349,Gaucher Disease,disease,drugbank
SMP0000525,Fabry Disease,disease,drugbank
SMP0000526,Krabbe Disease,disease,drugbank
SMP0000072,Glutamate Metabolism,metabolic,drugbank
SMP0000339,Hyperinsulinism-Hyperammonemia Syndrome,disease,drugbank
SMP0000501,gamma-Glutamyltranspeptidase Deficiency,disease,drugbank
SMP0000136,2-Hydroxyglutric Aciduria (D and L Form),disease,drugbank
SMP0000183,gamma-Glutamyltransferase Deficiency,disease,drugbank
SMP0000243,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000499,beta-Mercaptolactate-Cysteine Disulfiduria,disease,drugbank
SMP0000500,5-Oxoprolinase Deficiency,disease,drugbank
SMP0000567,Succinic Semialdehyde Dehydrogenase Deficiency,disease,drugbank
SMP0000013,Cysteine Metabolism,metabolic,drugbank
SMP0000015,Glutathione Metabolism,metabolic,drugbank
SMP0000143,5-Oxoprolinuria,disease,drugbank
SMP0000337,Glutathione Synthetase Deficiency,disease,drugbank
SMP0000385,Homocarnosinosis,disease,drugbank
SMP0000722,"Cystinosis, Ocular Nonnephropathic",disease,drugbank
SMP0000076,Thiamine Metabolism,metabolic,drugbank
SMP0000493,"Carnosinuria, Carnosinemia",disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000007,beta-Alanine Metabolism,metabolic,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000351,GABA-Transaminase Deficiency,disease,drugbank
SMP0000492,Ureidopropionase Deficiency,disease,drugbank
SMP0028021,Cardiolipin Biosynthesis CL(18:0/18:0/18:0/18:0),metabolic,drugbank
SMP0000034,Sphingolipid Metabolism,metabolic,drugbank
SMP0000045,Amino Sugar Metabolism,metabolic,drugbank
SMP0000068,Androgen and Estrogen Metabolism,metabolic,drugbank
SMP0000342,Hereditary Coproporphyria (HCP),disease,drugbank
SMP0000345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,drugbank
SMP0000349,Gaucher Disease,disease,drugbank
SMP0000405,Codeine Action Pathway,drug_action,drugbank
SMP0000442,Etoposide Action Pathway,drug_action,drugbank
SMP0000471,Tamoxifen Action Pathway,drug_action,drugbank
SMP0000525,Fabry Disease,disease,drugbank
SMP0000526,Krabbe Disease,disease,drugbank
SMP0000534,"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease",disease,drugbank
SMP0000554,"Glycogenosis, Type IV. Amylopectinosis, Anderson Disease",disease,drugbank
SMP0000555,"Glycogenosis, Type VI. Hers Disease",disease,drugbank
SMP0000565,Aromatase Deficiency,disease,drugbank
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,drugbank
SMP0000635,Valproic Acid Metabolism Pathway,drug_metabolism,drugbank
SMP0000640,Acetaminophen Metabolism Pathway,drug_metabolism,drugbank
SMP0000648,Sorafenib Metabolism Pathway,drug_metabolism,drugbank
SMP0000649,Lamivudine Metabolism Pathway,drug_metabolism,drugbank
SMP0000024,Porphyrin Metabolism,metabolic,drugbank
SMP0000043,Galactose Metabolism,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000058,Starch and Sucrose Metabolism,metabolic,drugbank
SMP0000086,Ibuprofen Action Pathway,drug_action,drugbank
SMP0000096,Celecoxib Action Pathway,drug_action,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000216,Sialuria or French Type Sialuria,disease,drugbank
SMP0000217,Sialuria or French Type Sialuria,disease,drugbank
SMP0000240,Salla Disease/Infantile Sialic Acid Storage Disease,disease,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,drugbank
SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,drugbank
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,drugbank
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,drugbank
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000341,Hypermethioninemia,disease,drugbank
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,drugbank
SMP0000073,Butyrate Metabolism,metabolic,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,drugbank
SMP0000559,Pyruvate Kinase Deficiency,disease,drugbank
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000060,Pyruvate Metabolism,metabolic,drugbank
SMP0000196,Leigh Syndrome,disease,drugbank
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,drugbank
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,drugbank
SMP0000459,Pyruvaldehyde Degradation,metabolic,drugbank
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,drugbank
SMP0000456,Fatty Acid Biosynthesis,metabolic,drugbank
SMP0000063,Tryptophan Metabolism,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000248,Clarithromycin Action Pathway,drug_action,drugbank
SMP0000251,Roxithromycin Action Pathway,drug_action,drugbank
SMP0000254,Gentamicin Action Pathway,drug_action,drugbank
SMP0000293,Oxytetracycline Action Pathway,drug_action,drugbank
SMP0000294,Tetracycline Action Pathway,drug_action,drugbank
SMP0000444,Lactose Synthesis,metabolic,drugbank
SMP0000713,Arbekacin Action Pathway,drug_action,drugbank
SMP0000730,Troleandomycin Action Pathway,drug_action,drugbank
SMP0000731,Josamycin Action Pathway,drug_action,drugbank
SMP0000247,Azithromycin Action Pathway,drug_action,drugbank
SMP0000249,Clindamycin Action Pathway,drug_action,drugbank
SMP0000250,Erythromycin Action Pathway,drug_action,drugbank
SMP0000255,Kanamycin Action Pathway,drug_action,drugbank
SMP0000256,Neomycin Action Pathway,drug_action,drugbank
SMP0000257,Netilmicin Action Pathway,drug_action,drugbank
SMP0000259,Streptomycin Action Pathway,drug_action,drugbank
SMP0000262,Clomocycline Action Pathway,drug_action,drugbank
SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,drugbank
SMP0000711,Tobramycin Action Pathway,drug_action,drugbank
SMP0000726,Rolitetracycline Action Pathway,drug_action,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000252,Telithromycin Action Pathway,drug_action,drugbank
SMP0000253,Amikacin Action Pathway,drug_action,drugbank
SMP0000258,Spectinomycin Action Pathway,drug_action,drugbank
SMP0000290,Demeclocycline Action Pathway,drug_action,drugbank
SMP0000291,Doxycycline Action Pathway,drug_action,drugbank
SMP0000016,Propanoate Metabolism,metabolic,drugbank
SMP0000198,Malonic Aciduria,disease,drugbank
SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,drugbank
SMP0000502,Malonyl-CoA Decarboxylase Deficiency,disease,drugbank
SMP0000016,Propanoate Metabolism,metabolic,drugbank
SMP0000198,Malonic Aciduria,disease,drugbank
SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,drugbank
SMP0000464,Vitamin K Metabolism,metabolic,drugbank
SMP0000502,Malonyl-CoA Decarboxylase Deficiency,disease,drugbank
SMP0000559,Pyruvate Kinase Deficiency,disease,drugbank
SMP0000060,Pyruvate Metabolism,metabolic,drugbank
SMP0000196,Leigh Syndrome,disease,drugbank
SMP0000212,Pyruvate Dehydrogenase Complex Deficiency,disease,drugbank
SMP0000334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,drugbank
SMP0000558,"Primary Hyperoxaluria II, PH2",disease,drugbank
SMP0000099,Lovastatin Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000181,Ethylmalonic Encephalopathy,disease,drugbank
SMP0000185,Glutaric Aciduria Type I,disease,drugbank
SMP0000187,Glycerol Kinase Deficiency,disease,drugbank
SMP0000209,Hypercholesterolemia,disease,drugbank
SMP0000235,Short-Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency),disease,drugbank
SMP0000316,Zellweger Syndrome,disease,drugbank
SMP0000388,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",disease,drugbank
SMP0000389,Smith-Lemli-Opitz Syndrome (SLOS),disease,drugbank
SMP0000510,Mevalonic Aciduria,disease,drugbank
SMP0000542,Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD),disease,drugbank
SMP0000023,Steroid Biosynthesis,metabolic,drugbank
SMP0000035,Bile Acid Biosynthesis,metabolic,drugbank
SMP0000079,Ibandronate Action Pathway,drug_action,drugbank
SMP0000095,Alendronate Action Pathway,drug_action,drugbank
SMP0000112,Risedronate Action Pathway,drug_action,drugbank
SMP0000131,Atorvastatin Action Pathway,drug_action,drugbank
SMP0000315,Cerebrotendinous Xanthomatosis (CTX),disease,drugbank
SMP0000317,Familial Hypercholanemia (FHCA),disease,drugbank
SMP0000318,Congenital Bile Acid Synthesis Defect Type III,disease,drugbank
SMP0000386,Desmosterolosis,disease,drugbank
SMP0000387,CHILD Syndrome,disease,drugbank
SMP0000509,Hyper-IgD Syndrome,disease,drugbank
SMP0000511,Wolman Disease,disease,drugbank
SMP0000529,D-Glyceric Acidura,disease,drugbank
SMP0000539,Long Chain Acyl-CoA Dehydrogenase Deficiency (LCAD),disease,drugbank
SMP0000541,Carnitine Palmitoyl Transferase Deficiency II,disease,drugbank
SMP0000544,Long-Chain-3-Hydroxyacyl-CoA Dehydrogenase Deficiency (LCHAD),disease,drugbank
SMP0000039,Glycerolipid Metabolism,metabolic,drugbank
SMP0000046,Pyrimidine Metabolism,metabolic,drugbank
SMP0000202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,drugbank
SMP0000172,beta-Ureidopropionase Deficiency,disease,drugbank
SMP0000178,Dihydropyrimidinase Deficiency,disease,drugbank
SMP0000219,UMP Synthase Deficiency (Orotic Aciduria),disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000408,Methadone Action Pathway,drug_action,drugbank
SMP0000422,Imipramine Action Pathway,drug_action,drugbank
SMP0000424,Citalopram Action Pathway,drug_action,drugbank
SMP0000621,Codeine Metabolism Pathway,drug_metabolism,drugbank
SMP0000636,Venlafaxine Metabolism Pathway,drug_metabolism,drugbank
SMP0000639,Clomipramine Metabolism Pathway,drug_metabolism,drugbank
SMP0000646,Fluoxetine Metabolism Pathway,drug_metabolism,drugbank
SMP0000652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000426,Fluoxetine Action Pathway,drug_action,drugbank
SMP0000431,Nicotine Action Pathway,drug_action,drugbank
SMP0000443,Teniposide Action Pathway,drug_action,drugbank
SMP0000601,Etoposide Metabolism Pathway,drug_metabolism,drugbank
SMP0000602,Teniposide Metabolism Pathway,drug_metabolism,drugbank
SMP0000606,Tamoxifen Metabolism Pathway,drug_metabolism,drugbank
SMP0000628,Nicotine Metabolism Pathway,drug_metabolism,drugbank
SMP0000637,Tramadol Metabolism Pathway,drug_metabolism,drugbank
SMP0000638,Levomethadyl Acetate Metabolism Pathway,drug_metabolism,drugbank
SMP0000651,Artemether Metabolism Pathway,drug_metabolism,drugbank
SMP0000028,Caffeine Metabolism,metabolic,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,drugbank
SMP0000398,Lidocaine (Local Anaesthetic) Action Pathway,drug_action,drugbank
SMP0000405,Codeine Action Pathway,drug_action,drugbank
SMP0000442,Etoposide Action Pathway,drug_action,drugbank
SMP0000471,Tamoxifen Action Pathway,drug_action,drugbank
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000077,Piroxicam Action Pathway,drug_action,drugbank
SMP0000087,Rofecoxib Action Pathway,drug_action,drugbank
SMP0000093,Diclofenac Action Pathway,drug_action,drugbank
SMP0000094,Sulindac Action Pathway,drug_action,drugbank
SMP0000114,Nabumetone Action Pathway,drug_action,drugbank
SMP0000116,Valdecoxib Action Pathway,drug_action,drugbank
SMP0000692,Antipyrine Action Pathway,drug_action,drugbank
SMP0000697,Flurbiprofen Action Pathway,drug_action,drugbank
SMP0000702,Nepafenac Action Pathway,drug_action,drugbank
SMP0000075,Arachidonic Acid Metabolism,metabolic,drugbank
SMP0000083,Acetylsalicylic Acid Action Pathway,drug_action,drugbank
SMP0000098,Ketorolac Action Pathway,drug_action,drugbank
SMP0000102,Bromfenac Action Pathway,drug_action,drugbank
SMP0000106,Meloxicam Action Pathway,drug_action,drugbank
SMP0000109,Mefenamic Acid Action Pathway,drug_action,drugbank
SMP0000113,Oxaprozin Action Pathway,drug_action,drugbank
SMP0000120,Naproxen Action Pathway,drug_action,drugbank
SMP0000694,Carprofen Action Pathway,drug_action,drugbank
SMP0000695,Etoricoxib Action Pathway,drug_action,drugbank
SMP0000699,Lumiracoxib Action Pathway,drug_action,drugbank
SMP0000701,Phenylbutazone Action Pathway,drug_action,drugbank
SMP0000707,Salsalate Action Pathway,drug_action,drugbank
SMP0000708,Salicylate-Sodium Action Pathway,drug_action,drugbank
SMP0000710,Acetaminophen  Action Pathway,drug_action,drugbank
SMP0000084,Etodolac Action Pathway,drug_action,drugbank
SMP0000085,Ketoprofen Action Pathway,drug_action,drugbank
SMP0000086,Ibuprofen Action Pathway,drug_action,drugbank
SMP0000096,Celecoxib Action Pathway,drug_action,drugbank
SMP0000101,Suprofen Action Pathway,drug_action,drugbank
SMP0000104,Indomethacin Action Pathway,drug_action,drugbank
SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,drugbank
SMP0000206,Phenylketonuria,disease,drugbank
SMP0000008,Phenylalanine and Tyrosine Metabolism,metabolic,drugbank
SMP0000369,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),disease,drugbank
SMP0000486,DOPA-Responsive Dystonia,disease,drugbank
SMP0000487,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,disease,drugbank
SMP0000488,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),disease,drugbank
SMP0000005,Pterine Biosynthesis,metabolic,drugbank
SMP0000489,Hyperphenylalaninemia Due to DHPR-Deficiency,disease,drugbank
SMP0000490,Segawa Syndrome,disease,drugbank
SMP0000491,Sepiapterin Reductase Deficiency,disease,drugbank
SMP0000081,Methyclothiazide Action Pathway,drug_action,drugbank
SMP0000100,Hydrochlorothiazide Action Pathway,drug_action,drugbank
SMP0000105,Metolazone Action Pathway,drug_action,drugbank
SMP0000115,Furosemide Action Pathway,drug_action,drugbank
SMP0000118,Torsemide Action Pathway,drug_action,drugbank
SMP0000132,Triamterene Action Pathway,drug_action,drugbank
SMP0000189,Hartnup Disorder,disease,drugbank
SMP0000197,Lysinuric Protein Intolerance,disease,drugbank
SMP0000245,Glucose Transporter Defect (SGLT2),disease,drugbank
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,drugbank
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,drugbank
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,drugbank
SMP0000583,Blue Diaper Syndrome,disease,drugbank
SMP0000723,Cystinuria,disease,drugbank
SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,drugbank
SMP0000003,Argininosuccinic Aciduria,disease,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000036,D-Arginine and D-Ornithine Metabolism,metabolic,drugbank
SMP0000080,Polythiazide Action Pathway,drug_action,drugbank
SMP0000088,Bumetanide Action Pathway,drug_action,drugbank
SMP0000091,Quinethazone Action Pathway,drug_action,drugbank
SMP0000110,Indapamide Action Pathway,drug_action,drugbank
SMP0000121,Trichlormethiazide Action Pathway,drug_action,drugbank
SMP0000134,Spironolactone Action Pathway,drug_action,drugbank
SMP0000135,Eplerenone Action Pathway,drug_action,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000360,Hyperprolinemia Type II,disease,drugbank
SMP0000361,Hyperprolinemia Type I,disease,drugbank
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,drugbank
SMP0000001,Citrullinemia Type I,disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000484,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000485,"Hyperglycinemia, Non-Ketotic",disease,drugbank
SMP0000721,3-Phosphoglycerate Dehydrogenase Deficiency,disease,drugbank
SMP0000004,Glycine and Serine Metabolism,metabolic,drugbank
SMP0000248,Clarithromycin Action Pathway,drug_action,drugbank
SMP0000251,Roxithromycin Action Pathway,drug_action,drugbank
SMP0000254,Gentamicin Action Pathway,drug_action,drugbank
SMP0000293,Oxytetracycline Action Pathway,drug_action,drugbank
SMP0000294,Tetracycline Action Pathway,drug_action,drugbank
SMP0000713,Arbekacin Action Pathway,drug_action,drugbank
SMP0000730,Troleandomycin Action Pathway,drug_action,drugbank
SMP0000731,Josamycin Action Pathway,drug_action,drugbank
SMP0000223,Non-Ketotic Hyperglycinemia,disease,drugbank
SMP0000244,Sarcosinemia,disease,drugbank
SMP0000252,Telithromycin Action Pathway,drug_action,drugbank
SMP0000253,Amikacin Action Pathway,drug_action,drugbank
SMP0000258,Spectinomycin Action Pathway,drug_action,drugbank
SMP0000290,Demeclocycline Action Pathway,drug_action,drugbank
SMP0000291,Doxycycline Action Pathway,drug_action,drugbank
SMP0000292,Minocycline Action Pathway,drug_action,drugbank
SMP0000295,Lymecycline Action Pathway,drug_action,drugbank
SMP0000712,Tigecycline Action Pathway,drug_action,drugbank
SMP0000714,Paromomycin Action Pathway,drug_action,drugbank
SMP0000727,Methacycline Action Pathway,drug_action,drugbank
SMP0000728,Lincomycin Action Pathway,drug_action,drugbank
SMP0000729,Chloramphenicol Action Pathway,drug_action,drugbank
SMP0000179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,drugbank
SMP0000242,Dimethylglycine Dehydrogenase Deficiency,disease,drugbank
SMP0000247,Azithromycin Action Pathway,drug_action,drugbank
SMP0000249,Clindamycin Action Pathway,drug_action,drugbank
SMP0000250,Erythromycin Action Pathway,drug_action,drugbank
SMP0000255,Kanamycin Action Pathway,drug_action,drugbank
SMP0000256,Neomycin Action Pathway,drug_action,drugbank
SMP0000348,Globoid Cell Leukodystrophy,disease,drugbank
SMP0014216,Phosphatidylcholine Biosynthesis PC(14:0/14:0),metabolic,drugbank
SMP0014218,Phosphatidylcholine Biosynthesis PC(14:0/15:0),metabolic,drugbank
SMP0014220,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),metabolic,drugbank
SMP0014224,"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))",metabolic,drugbank
SMP0014228,Phosphatidylcholine Biosynthesis PC(14:0/20:0),metabolic,drugbank
SMP0014229,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),metabolic,drugbank
SMP0014230,"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))",metabolic,drugbank
SMP0014233,"Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0014235,"Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",metabolic,drugbank
SMP0014240,"Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,drugbank
SMP0014242,"Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,drugbank
SMP0014245,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),metabolic,drugbank
SMP0014248,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),metabolic,drugbank
SMP0014249,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),metabolic,drugbank
SMP0014255,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z))",metabolic,drugbank
SMP0014267,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z))",metabolic,drugbank
SMP0014272,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0),metabolic,drugbank
SMP0014274,Phosphatidylcholine Biosynthesis PC(15:0/14:0),metabolic,drugbank
SMP0014277,Phosphatidylcholine Biosynthesis PC(15:0/16:0),metabolic,drugbank
SMP0014278,Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z)),metabolic,drugbank
SMP0014279,Phosphatidylcholine Biosynthesis PC(15:0/18:0),metabolic,drugbank
SMP0014287,Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z)),metabolic,drugbank
SMP0014290,"Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z))",metabolic,drugbank
SMP0014291,"Phosphatidylcholine Biosynthesis PC(15:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0014294,Phosphatidylcholine Biosynthesis PC(15:0/22:0),metabolic,drugbank
SMP0014300,"Phosphatidylcholine Biosynthesis PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,drugbank
SMP0014303,Phosphatidylcholine Biosynthesis PC(16:0/14:0),metabolic,drugbank
SMP0014304,Phosphatidylcholine Biosynthesis PC(16:0/14:1(9Z)),metabolic,drugbank
SMP0014306,Phosphatidylcholine Biosynthesis PC(16:0/16:0),metabolic,drugbank
SMP0014216,Phosphatidylcholine Biosynthesis PC(14:0/14:0),metabolic,drugbank
SMP0014218,Phosphatidylcholine Biosynthesis PC(14:0/15:0),metabolic,drugbank
SMP0014220,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),metabolic,drugbank
SMP0014224,"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))",metabolic,drugbank
SMP0014228,Phosphatidylcholine Biosynthesis PC(14:0/20:0),metabolic,drugbank
SMP0014229,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),metabolic,drugbank
SMP0014230,"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))",metabolic,drugbank
SMP0014233,"Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0014235,"Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",metabolic,drugbank
SMP0014240,"Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))",metabolic,drugbank
SMP0014242,"Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,drugbank
SMP0014245,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),metabolic,drugbank
SMP0014248,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),metabolic,drugbank
SMP0014249,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),metabolic,drugbank
SMP0014255,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z))",metabolic,drugbank
SMP0014267,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z))",metabolic,drugbank
SMP0014272,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0),metabolic,drugbank
SMP0014274,Phosphatidylcholine Biosynthesis PC(15:0/14:0),metabolic,drugbank
SMP0014277,Phosphatidylcholine Biosynthesis PC(15:0/16:0),metabolic,drugbank
SMP0014278,Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z)),metabolic,drugbank
SMP0014279,Phosphatidylcholine Biosynthesis PC(15:0/18:0),metabolic,drugbank
SMP0014287,Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z)),metabolic,drugbank
SMP0014290,"Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z))",metabolic,drugbank
SMP0014291,"Phosphatidylcholine Biosynthesis PC(15:0/20:4(5Z,8Z,11Z,14Z))",metabolic,drugbank
SMP0014294,Phosphatidylcholine Biosynthesis PC(15:0/22:0),metabolic,drugbank
SMP0014300,"Phosphatidylcholine Biosynthesis PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",metabolic,drugbank
SMP0014303,Phosphatidylcholine Biosynthesis PC(16:0/14:0),metabolic,drugbank
SMP0014304,Phosphatidylcholine Biosynthesis PC(16:0/14:1(9Z)),metabolic,drugbank
SMP0014306,Phosphatidylcholine Biosynthesis PC(16:0/16:0),metabolic,drugbank
SMP0014310,Phosphatidylcholine Biosynthesis PC(16:0/18:1(9Z)),metabolic,drugbank
SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,drugbank
SMP0000031,Pentose Phosphate Pathway,metabolic,drugbank
SMP0000519,Ribose-5-phosphate Isomerase Deficiency,disease,drugbank
SMP0000520,Transaldolase Deficiency,disease,drugbank
SMP0000654,Warburg Effect,metabolic,drugbank
SMP0000138,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,disease,drugbank
SMP0000200,Methylmalonic Aciduria,disease,drugbank
SMP0000523,Isobutyryl-CoA Dehydrogenase Deficiency,disease,drugbank
SMP0000137,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,disease,drugbank
SMP0000139,3-Methylglutaconic Aciduria Type I,disease,drugbank
SMP0000173,beta-Ketothiolase Deficiency,disease,drugbank
SMP0000524,Isovaleric Acidemia,disease,drugbank
SMP0000032,"Valine, Leucine, and Isoleucine Degradation",metabolic,drugbank
